cgpa,avg_ca_score,avg_exam_score,attendance_rate,courses_registered,level,gender,department,performance_category
2.4,15.7,16.68,68.19,6.0,200.0,Male,Electrical Engineering,Average
3.29,21.91,53.17,47.82,4.0,200.0,Male,Law,Average
4.7,30.0,60.36,85.52,6.0,100.0,Female,Business Administration,Excellent
4.91,25.26,70.0,93.07,6.0,300.0,Female,Electrical Engineering,Excellent
0.81,9.18,7.56,42.0,4.0,400.0,Female,Accounting,At-Risk
1.12,7.76,15.3,53.06,6.0,300.0,Female,Economics,At-Risk
4.06,16.49,70.0,75.04,4.0,500.0,Female,Computer Science,Good
1.72,14.16,21.83,51.1,7.0,400.0,Female,Civil Engineering,At-Risk
4.48,30.0,70.0,95.59,4.0,400.0,Female,Accounting,Good
3.49,16.63,49.11,49.04,4.0,300.0,Male,Law,Average
1.0,5.98,17.37,47.93,5.0,400.0,Female,Medicine,At-Risk
4.25,16.85,60.01,77.62,7.0,300.0,Male,Computer Science,Good
1.29,1.47,24.89,36.4,7.0,500.0,Female,Economics,At-Risk
2.41,19.67,28.2,62.23,6.0,300.0,Female,Mass Communication,Average
2.98,15.58,33.92,78.09,4.0,300.0,Male,Computer Science,Average
2.75,10.98,33.44,73.43,5.0,100.0,Male,Other,Average
3.59,22.67,51.03,71.7,7.0,500.0,Male,Electrical Engineering,Good
3.44,18.01,46.35,80.0,4.0,300.0,Female,Economics,Average
4.96,27.43,70.0,98.25,7.0,400.0,Male,Civil Engineering,Excellent
5.0,30.0,70.0,89.1,5.0,400.0,Male,Law,Excellent
2.82,11.14,31.73,56.96,4.0,100.0,Female,Mass Communication,Average
0.93,1.04,7.13,34.79,7.0,400.0,Female,Mass Communication,At-Risk
3.78,23.42,41.36,83.68,4.0,300.0,Male,Mass Communication,Good
4.89,30.0,70.0,88.32,5.0,200.0,Male,Law,Excellent
1.93,17.79,29.49,42.73,4.0,200.0,Female,Civil Engineering,At-Risk
2.58,12.13,39.89,44.06,6.0,400.0,Female,Accounting,Average
2.41,19.16,23.04,67.26,4.0,100.0,Female,Medicine,Average
0.73,0.47,10.23,33.31,4.0,400.0,Male,Electrical Engineering,At-Risk
3.53,30.0,53.43,75.61,6.0,500.0,Male,Economics,Good
2.09,6.87,27.24,67.48,8.0,100.0,Male,Accounting,At-Risk
4.04,30.0,65.22,65.43,4.0,100.0,Female,Other,Good
4.24,22.18,70.0,80.48,6.0,100.0,Male,Computer Science,Good
4.2,30.0,51.16,78.64,8.0,400.0,Male,Electrical Engineering,Good
2.37,17.21,25.07,62.3,5.0,500.0,Male,Computer Science,At-Risk
1.95,6.6,20.24,65.76,6.0,500.0,Male,Economics,At-Risk
3.87,20.61,67.03,63.14,8.0,100.0,Female,Economics,Good
4.11,28.54,65.83,84.97,7.0,300.0,Male,Economics,Good
2.71,21.53,36.86,72.84,5.0,100.0,Female,Mechanical Engineering,Average
4.52,26.76,63.55,82.36,7.0,200.0,Male,Civil Engineering,Excellent
1.15,7.11,9.53,42.4,7.0,200.0,Male,Business Administration,At-Risk
4.46,30.0,69.5,87.65,6.0,400.0,Female,Computer Science,Good
0.93,6.25,10.01,44.64,6.0,500.0,Female,Law,At-Risk
1.19,0.68,14.59,50.11,8.0,500.0,Female,Computer Science,At-Risk
2.9,13.35,45.5,70.44,8.0,100.0,Male,Medicine,Average
0.8,6.0,9.75,29.83,8.0,200.0,Female,Business Administration,At-Risk
0.74,10.5,8.45,48.75,7.0,200.0,Male,Other,At-Risk
0.5,11.09,7.12,47.7,5.0,200.0,Female,Medicine,At-Risk
2.46,18.68,40.85,61.42,4.0,200.0,Male,Accounting,Average
3.99,25.35,68.97,62.89,4.0,400.0,Female,Medicine,Good
0.66,7.68,13.88,36.73,8.0,400.0,Male,Electrical Engineering,At-Risk
3.44,17.28,54.52,73.17,5.0,500.0,Female,Electrical Engineering,Average
4.2,24.46,57.26,69.0,4.0,400.0,Male,Accounting,Good
1.26,3.42,11.92,41.47,5.0,200.0,Female,Mass Communication,At-Risk
1.16,0.72,21.48,29.84,4.0,100.0,Female,Mass Communication,At-Risk
4.37,27.91,62.6,88.56,6.0,200.0,Male,Business Administration,Good
4.2,26.15,47.48,82.11,6.0,400.0,Male,Civil Engineering,Good
2.93,20.99,38.33,48.65,5.0,500.0,Female,Other,Average
4.19,27.85,57.95,83.75,7.0,200.0,Female,Economics,Good
0.92,6.72,8.76,40.44,6.0,100.0,Female,Electrical Engineering,At-Risk
2.28,16.43,43.71,62.47,8.0,100.0,Female,Mechanical Engineering,At-Risk
3.82,22.71,57.32,71.93,7.0,100.0,Male,Mass Communication,Good
1.66,12.02,34.2,41.89,4.0,400.0,Male,Mass Communication,At-Risk
3.89,19.68,56.5,68.92,5.0,300.0,Male,Mass Communication,Good
2.77,18.46,39.41,57.84,7.0,400.0,Male,Computer Science,Average
3.88,26.6,46.77,76.7,6.0,100.0,Male,Mass Communication,Good
2.59,12.2,36.37,62.57,7.0,300.0,Female,Electrical Engineering,Average
2.16,13.19,30.28,53.96,5.0,100.0,Male,Law,At-Risk
1.49,5.8,9.87,43.6,4.0,200.0,Male,Mass Communication,At-Risk
1.44,5.99,15.81,43.74,7.0,400.0,Female,Civil Engineering,At-Risk
3.88,17.67,51.76,100.0,7.0,200.0,Female,Mechanical Engineering,Good
1.04,12.54,17.8,34.71,7.0,400.0,Male,Medicine,At-Risk
0.89,10.65,16.11,35.06,6.0,200.0,Female,Computer Science,At-Risk
1.29,10.45,13.46,78.46,4.0,300.0,Female,Economics,At-Risk
1.29,17.6,21.8,49.68,7.0,300.0,Female,Civil Engineering,At-Risk
4.2,24.28,57.4,66.65,7.0,200.0,Female,Business Administration,Good
2.29,28.92,9.15,65.95,7.0,100.0,Female,Mass Communication,At-Risk
4.96,28.6,65.52,80.38,4.0,300.0,Male,Other,Excellent
1.12,7.98,24.28,52.5,7.0,500.0,Female,Business Administration,At-Risk
3.44,18.66,34.72,69.18,7.0,400.0,Female,Civil Engineering,Average
2.52,16.98,36.17,55.83,8.0,400.0,Female,Mass Communication,Average
2.27,17.79,44.44,73.31,6.0,500.0,Female,Business Administration,At-Risk
4.44,26.06,56.05,88.92,7.0,100.0,Female,Mechanical Engineering,Good
4.89,30.0,68.48,98.41,6.0,400.0,Female,Mass Communication,Excellent
4.43,27.76,51.56,87.48,7.0,200.0,Male,Other,Good
1.37,9.54,32.13,41.94,7.0,400.0,Male,Civil Engineering,At-Risk
1.49,4.42,20.24,54.04,7.0,500.0,Male,Electrical Engineering,At-Risk
3.45,22.81,48.71,83.52,8.0,500.0,Female,Electrical Engineering,Average
1.8,10.14,36.05,52.96,4.0,300.0,Female,Economics,At-Risk
3.81,19.8,58.58,93.69,7.0,500.0,Male,Civil Engineering,Good
3.05,14.41,35.68,75.09,7.0,400.0,Male,Economics,Average
2.98,30.0,36.53,67.87,6.0,100.0,Male,Law,Average
4.23,24.05,63.16,83.26,6.0,200.0,Male,Computer Science,Good
3.7,14.9,46.77,75.74,7.0,500.0,Male,Mass Communication,Good
0.62,0.23,0.0,24.92,6.0,500.0,Male,Computer Science,At-Risk
0.72,4.08,9.69,37.77,6.0,500.0,Male,Electrical Engineering,At-Risk
3.21,21.98,33.06,70.7,8.0,200.0,Female,Medicine,Average
2.69,18.9,50.56,58.09,7.0,200.0,Female,Economics,Average
1.67,13.41,24.81,53.43,5.0,500.0,Female,Other,At-Risk
2.38,11.08,26.13,58.82,8.0,100.0,Male,Economics,At-Risk
3.91,25.17,49.16,84.66,5.0,500.0,Female,Business Administration,Good
4.22,20.94,43.96,87.27,4.0,400.0,Female,Medicine,Good
3.03,15.05,33.56,67.98,8.0,400.0,Female,Law,Average
2.23,8.82,39.41,43.14,5.0,300.0,Male,Medicine,At-Risk
1.72,4.37,41.91,68.52,5.0,500.0,Female,Business Administration,At-Risk
2.85,22.41,45.69,62.76,5.0,400.0,Female,Other,Average
1.92,14.94,26.09,52.19,6.0,100.0,Female,Civil Engineering,At-Risk
3.04,23.11,39.08,63.04,4.0,300.0,Male,Civil Engineering,Average
3.54,21.47,41.98,67.66,4.0,500.0,Female,Civil Engineering,Good
0.8,8.67,27.64,55.01,5.0,100.0,Female,Civil Engineering,At-Risk
0.5,0.0,5.56,49.92,5.0,400.0,Male,Mechanical Engineering,At-Risk
1.46,13.05,37.3,51.91,4.0,200.0,Female,Economics,At-Risk
4.53,28.04,70.0,83.23,8.0,300.0,Female,Law,Excellent
3.41,23.59,33.79,77.09,6.0,500.0,Male,Business Administration,Average
1.27,9.54,12.51,46.02,4.0,300.0,Female,Other,At-Risk
4.51,22.1,57.73,82.17,4.0,100.0,Female,Accounting,Excellent
2.61,8.2,35.97,64.76,8.0,100.0,Male,Accounting,Average
2.64,12.29,36.51,57.3,5.0,400.0,Male,Computer Science,Average
4.71,30.0,70.0,89.04,4.0,500.0,Female,Mass Communication,Excellent
0.77,8.06,2.13,41.25,7.0,200.0,Female,Electrical Engineering,At-Risk
1.47,1.97,22.39,53.65,8.0,500.0,Male,Electrical Engineering,At-Risk
3.14,13.91,48.84,61.44,5.0,300.0,Female,Other,Average
1.38,4.66,19.3,53.66,7.0,100.0,Male,Accounting,At-Risk
3.56,19.56,50.69,63.63,6.0,300.0,Male,Computer Science,Good
1.46,1.97,12.13,41.84,4.0,500.0,Female,Business Administration,At-Risk
0.95,0.0,14.1,36.07,7.0,200.0,Male,Economics,At-Risk
1.43,4.48,24.13,36.46,8.0,500.0,Female,Computer Science,At-Risk
2.4,14.85,36.25,68.98,8.0,400.0,Male,Law,Average
1.29,1.85,22.66,35.82,4.0,200.0,Female,Medicine,At-Risk
1.11,6.06,26.79,36.28,6.0,400.0,Female,Computer Science,At-Risk
4.37,30.0,68.69,95.01,7.0,300.0,Male,Economics,Good
1.94,5.14,27.76,47.6,4.0,100.0,Female,Mechanical Engineering,At-Risk
2.12,11.71,20.35,53.6,8.0,500.0,Male,Law,At-Risk
0.75,9.62,5.68,28.86,4.0,200.0,Male,Business Administration,At-Risk
2.11,10.56,27.76,63.63,5.0,300.0,Male,Mechanical Engineering,At-Risk
1.69,7.28,25.7,58.77,8.0,400.0,Male,Accounting,At-Risk
3.25,25.3,41.63,76.36,6.0,100.0,Male,Business Administration,Average
1.42,7.01,12.45,52.47,7.0,400.0,Male,Civil Engineering,At-Risk
4.5,30.0,53.46,84.71,6.0,200.0,Female,Mass Communication,Good
4.68,30.0,52.36,80.96,7.0,300.0,Female,Medicine,Excellent
0.95,3.98,11.41,33.24,4.0,300.0,Female,Accounting,At-Risk
0.98,8.3,2.01,54.7,7.0,400.0,Male,Mechanical Engineering,At-Risk
1.02,7.72,6.26,49.88,4.0,100.0,Male,Economics,At-Risk
3.29,24.83,42.88,62.52,4.0,100.0,Male,Computer Science,Average
1.05,3.55,4.0,42.98,6.0,300.0,Female,Mass Communication,At-Risk
4.34,26.22,63.74,79.03,6.0,100.0,Female,Computer Science,Good
3.89,23.06,60.44,65.45,4.0,200.0,Male,Medicine,Good
4.19,28.66,54.25,82.05,7.0,400.0,Male,Civil Engineering,Good
2.87,12.08,36.65,60.25,5.0,500.0,Male,Medicine,Average
4.99,30.0,70.0,80.3,8.0,400.0,Female,Civil Engineering,Excellent
0.7,6.52,4.07,23.59,4.0,200.0,Male,Computer Science,At-Risk
2.31,7.25,26.02,42.03,5.0,500.0,Male,Other,At-Risk
1.96,17.79,36.98,49.78,5.0,300.0,Female,Law,At-Risk
4.77,30.0,70.0,86.38,6.0,100.0,Male,Computer Science,Excellent
3.1,23.58,48.15,58.4,6.0,400.0,Female,Computer Science,Average
4.13,30.0,65.2,86.04,4.0,300.0,Female,Accounting,Good
1.27,8.03,1.91,44.54,6.0,200.0,Female,Other,At-Risk
4.9,21.12,70.0,94.62,8.0,400.0,Male,Economics,Excellent
2.74,7.24,41.55,61.1,4.0,400.0,Female,Computer Science,Average
2.72,17.6,46.19,54.79,5.0,200.0,Male,Medicine,Average
4.87,26.25,70.0,89.57,6.0,100.0,Female,Business Administration,Excellent
2.21,8.71,31.38,43.93,7.0,300.0,Female,Medicine,At-Risk
2.29,13.42,29.84,62.86,4.0,100.0,Female,Civil Engineering,At-Risk
3.13,21.87,46.78,58.21,5.0,400.0,Female,Computer Science,Average
1.08,0.0,12.57,52.1,5.0,300.0,Female,Computer Science,At-Risk
1.94,9.42,34.17,49.95,7.0,200.0,Female,Economics,At-Risk
1.37,15.77,6.48,57.06,4.0,300.0,Male,Economics,At-Risk
0.96,0.41,9.17,30.35,7.0,200.0,Male,Civil Engineering,At-Risk
4.4,30.0,70.0,75.99,6.0,200.0,Male,Computer Science,Good
3.15,16.49,39.12,71.63,5.0,200.0,Male,Law,Average
2.11,15.41,27.69,67.07,8.0,400.0,Female,Electrical Engineering,At-Risk
2.34,19.52,25.69,74.73,8.0,500.0,Male,Mechanical Engineering,At-Risk
2.44,18.36,36.87,59.72,8.0,400.0,Male,Business Administration,Average
3.35,24.64,41.0,88.57,8.0,200.0,Female,Medicine,Average
4.67,22.26,63.9,83.15,5.0,500.0,Male,Other,Excellent
4.7,30.0,70.0,97.36,8.0,100.0,Female,Economics,Excellent
2.26,9.31,26.07,47.72,4.0,200.0,Female,Other,At-Risk
1.98,13.19,34.05,57.98,5.0,100.0,Female,Medicine,At-Risk
2.53,16.47,41.99,36.94,6.0,500.0,Female,Mass Communication,Average
3.06,20.76,51.22,55.45,7.0,100.0,Female,Electrical Engineering,Average
2.58,17.15,37.22,65.6,6.0,300.0,Male,Computer Science,Average
3.46,16.57,70.0,58.45,6.0,100.0,Male,Medicine,Average
2.99,11.22,50.36,70.21,5.0,200.0,Male,Other,Average
1.94,16.02,29.8,62.38,6.0,400.0,Female,Law,At-Risk
2.06,13.26,21.77,49.66,6.0,500.0,Female,Civil Engineering,At-Risk
2.2,18.97,30.07,46.75,6.0,100.0,Male,Accounting,At-Risk
0.93,5.33,24.37,36.37,6.0,100.0,Male,Electrical Engineering,At-Risk
1.25,0.46,31.14,35.31,7.0,200.0,Male,Civil Engineering,At-Risk
3.75,27.35,64.38,74.04,5.0,500.0,Male,Medicine,Good
2.25,11.65,37.79,58.03,4.0,100.0,Female,Electrical Engineering,At-Risk
1.47,10.5,10.47,44.53,5.0,100.0,Male,Accounting,At-Risk
3.03,14.95,46.35,83.13,6.0,300.0,Female,Civil Engineering,Average
3.9,30.0,44.67,69.61,4.0,200.0,Male,Accounting,Good
1.66,5.57,11.32,63.82,4.0,100.0,Male,Law,At-Risk
4.22,23.64,61.0,70.23,8.0,300.0,Female,Mass Communication,Good
4.67,28.58,69.62,86.81,5.0,400.0,Male,Business Administration,Excellent
3.19,13.67,51.86,80.09,7.0,100.0,Male,Mass Communication,Average
3.51,22.71,53.12,83.44,4.0,400.0,Female,Medicine,Good
0.74,12.48,14.56,34.64,8.0,100.0,Male,Other,At-Risk
4.75,26.08,58.69,92.61,5.0,400.0,Male,Law,Excellent
2.27,15.57,30.89,61.41,5.0,200.0,Male,Economics,At-Risk
4.66,14.2,53.15,80.49,7.0,200.0,Female,Medicine,Excellent
3.11,18.44,27.45,73.42,5.0,100.0,Female,Civil Engineering,Average
0.52,1.56,13.22,54.87,6.0,500.0,Female,Medicine,At-Risk
0.67,0.0,3.4,42.8,7.0,300.0,Male,Medicine,At-Risk
3.56,26.78,56.85,78.41,4.0,400.0,Male,Economics,Good
3.03,16.56,51.31,73.11,4.0,200.0,Male,Electrical Engineering,Average
0.62,2.83,3.72,22.82,7.0,100.0,Male,Accounting,At-Risk
3.85,21.19,58.56,80.75,5.0,100.0,Female,Medicine,Good
4.33,16.42,55.4,71.85,8.0,300.0,Male,Mechanical Engineering,Good
2.73,10.74,23.51,56.91,8.0,200.0,Female,Law,Average
2.6,20.38,37.33,82.77,8.0,400.0,Female,Mass Communication,Average
0.52,0.0,3.58,33.76,8.0,400.0,Female,Accounting,At-Risk
4.04,20.41,53.04,71.08,8.0,200.0,Male,Other,Good
1.99,9.93,43.64,65.38,5.0,300.0,Male,Mass Communication,At-Risk
4.45,30.0,50.16,73.98,8.0,200.0,Female,Accounting,Good
2.18,16.92,33.57,51.67,5.0,400.0,Female,Mass Communication,At-Risk
3.04,15.47,34.64,79.0,6.0,400.0,Male,Other,Average
1.72,16.82,31.3,51.03,4.0,400.0,Male,Electrical Engineering,At-Risk
1.22,3.63,19.5,29.06,8.0,100.0,Female,Other,At-Risk
3.99,28.97,58.85,83.28,6.0,200.0,Female,Computer Science,Good
2.73,9.61,30.73,58.85,8.0,500.0,Male,Accounting,Average
2.91,22.85,34.67,80.37,5.0,200.0,Female,Other,Average
4.84,27.04,70.0,82.07,5.0,100.0,Male,Medicine,Excellent
4.84,23.87,70.0,98.55,6.0,100.0,Female,Mechanical Engineering,Excellent
4.35,25.02,64.75,99.96,8.0,100.0,Female,Medicine,Good
1.34,9.45,11.64,37.62,6.0,400.0,Male,Mechanical Engineering,At-Risk
3.17,16.57,47.15,66.16,7.0,100.0,Female,Mechanical Engineering,Average
4.45,29.48,70.0,87.31,5.0,300.0,Male,Other,Good
2.19,10.2,31.41,47.65,7.0,200.0,Male,Computer Science,At-Risk
0.95,8.83,25.06,44.16,7.0,100.0,Female,Other,At-Risk
4.15,27.11,52.17,77.54,8.0,500.0,Male,Business Administration,Good
2.67,15.7,37.01,59.56,4.0,400.0,Female,Computer Science,Average
3.04,16.03,47.51,66.97,5.0,500.0,Female,Law,Average
4.92,30.0,70.0,89.75,4.0,500.0,Female,Computer Science,Excellent
3.23,22.15,39.12,70.43,6.0,500.0,Male,Civil Engineering,Average
2.41,24.78,27.3,52.96,7.0,400.0,Male,Mechanical Engineering,Average
2.16,17.69,38.22,50.43,7.0,300.0,Male,Law,At-Risk
2.38,19.16,42.84,57.37,7.0,400.0,Female,Business Administration,At-Risk
1.03,21.64,26.56,41.95,7.0,300.0,Male,Medicine,At-Risk
4.08,27.04,70.0,74.53,8.0,100.0,Female,Computer Science,Good
4.27,28.04,60.85,84.48,8.0,200.0,Male,Medicine,Good
1.78,14.2,22.43,33.21,6.0,300.0,Male,Medicine,At-Risk
1.87,6.16,36.95,45.1,8.0,100.0,Female,Civil Engineering,At-Risk
4.43,24.39,67.79,80.41,4.0,500.0,Female,Mass Communication,Good
0.61,1.12,0.65,28.73,7.0,500.0,Female,Accounting,At-Risk
2.84,20.29,31.52,80.4,6.0,300.0,Male,Medicine,Average
2.59,14.65,40.15,61.23,8.0,300.0,Female,Electrical Engineering,Average
3.61,22.32,49.06,75.03,6.0,500.0,Female,Other,Good
1.24,12.85,17.08,39.99,4.0,300.0,Female,Mechanical Engineering,At-Risk
3.51,25.36,57.69,71.93,7.0,400.0,Female,Economics,Good
2.2,12.36,36.81,44.19,8.0,300.0,Male,Computer Science,At-Risk
3.28,16.36,56.62,67.71,4.0,200.0,Male,Computer Science,Average
0.68,9.76,0.0,28.8,4.0,400.0,Female,Electrical Engineering,At-Risk
2.58,19.34,38.12,58.16,7.0,100.0,Male,Other,Average
2.85,9.07,45.46,38.6,6.0,200.0,Male,Mechanical Engineering,Average
1.46,7.22,8.29,36.29,6.0,400.0,Male,Mass Communication,At-Risk
1.13,7.6,10.56,58.18,4.0,400.0,Male,Economics,At-Risk
1.35,11.98,12.15,54.48,6.0,500.0,Male,Computer Science,At-Risk
2.05,16.84,28.85,67.77,6.0,400.0,Female,Business Administration,At-Risk
0.94,7.03,26.12,55.1,8.0,100.0,Female,Accounting,At-Risk
4.76,30.0,70.0,93.89,5.0,500.0,Male,Mechanical Engineering,Excellent
2.32,14.26,26.0,53.34,5.0,300.0,Male,Economics,At-Risk
4.14,21.47,62.18,69.31,4.0,100.0,Male,Mass Communication,Good
4.88,28.0,70.0,100.0,6.0,300.0,Female,Mass Communication,Excellent
0.86,5.27,15.19,41.01,7.0,100.0,Male,Accounting,At-Risk
3.43,20.42,51.25,96.13,5.0,300.0,Male,Mass Communication,Average
4.42,17.1,64.33,79.41,7.0,300.0,Female,Other,Good
3.35,18.14,60.46,89.98,8.0,100.0,Female,Computer Science,Average
2.43,14.86,42.85,57.6,4.0,500.0,Male,Economics,Average
2.44,13.23,25.68,72.64,6.0,300.0,Female,Law,Average
0.66,2.74,15.63,54.91,7.0,500.0,Female,Computer Science,At-Risk
2.91,19.87,47.82,54.64,4.0,300.0,Male,Economics,Average
4.97,24.43,70.0,84.8,4.0,300.0,Female,Other,Excellent
4.81,20.74,70.0,77.44,5.0,500.0,Male,Mechanical Engineering,Excellent
0.68,2.35,11.05,25.88,4.0,200.0,Female,Mass Communication,At-Risk
3.68,25.88,53.07,80.78,5.0,500.0,Male,Other,Good
1.86,19.59,26.98,50.33,4.0,100.0,Male,Economics,At-Risk
4.56,30.0,47.74,85.29,8.0,500.0,Female,Economics,Excellent
0.7,0.0,9.2,44.0,6.0,400.0,Female,Accounting,At-Risk
4.71,27.11,60.61,67.96,5.0,300.0,Male,Business Administration,Excellent
4.27,26.9,50.27,94.09,7.0,200.0,Male,Business Administration,Good
1.03,7.06,25.87,38.85,4.0,300.0,Female,Accounting,At-Risk
0.77,7.31,14.8,44.55,6.0,300.0,Female,Accounting,At-Risk
4.26,20.95,59.35,87.28,7.0,500.0,Female,Mass Communication,Good
1.2,7.53,12.29,58.12,8.0,500.0,Female,Law,At-Risk
2.91,19.54,43.07,63.84,5.0,300.0,Male,Civil Engineering,Average
4.62,30.0,70.0,64.21,6.0,200.0,Male,Accounting,Excellent
3.05,14.29,36.13,67.21,7.0,200.0,Female,Mechanical Engineering,Average
2.29,12.0,31.99,59.46,7.0,200.0,Female,Electrical Engineering,At-Risk
2.5,1.5,41.98,49.69,4.0,100.0,Male,Business Administration,Average
0.78,1.6,0.0,40.88,8.0,100.0,Female,Computer Science,At-Risk
4.86,26.53,67.57,84.7,5.0,400.0,Male,Mass Communication,Excellent
1.9,6.29,23.14,39.35,5.0,200.0,Male,Electrical Engineering,At-Risk
1.35,8.94,17.86,52.94,4.0,300.0,Male,Civil Engineering,At-Risk
1.79,10.44,21.01,45.81,4.0,400.0,Male,Mechanical Engineering,At-Risk
4.84,17.74,68.86,84.01,5.0,400.0,Male,Mechanical Engineering,Excellent
0.92,6.62,28.33,36.47,4.0,200.0,Female,Business Administration,At-Risk
4.4,21.78,59.05,95.19,7.0,400.0,Male,Medicine,Good
3.69,24.54,53.93,73.81,6.0,100.0,Female,Mass Communication,Good
4.24,19.0,70.0,81.61,5.0,300.0,Female,Mechanical Engineering,Good
4.89,29.5,64.08,84.29,6.0,100.0,Female,Mechanical Engineering,Excellent
4.29,24.32,70.0,86.11,7.0,300.0,Male,Accounting,Good
4.75,29.99,66.48,100.0,4.0,100.0,Male,Civil Engineering,Excellent
1.07,7.05,29.25,49.33,5.0,500.0,Male,Law,At-Risk
4.08,23.21,63.14,85.84,8.0,400.0,Female,Mechanical Engineering,Good
2.96,10.05,43.83,71.53,4.0,200.0,Male,Business Administration,Average
2.95,10.29,40.72,51.55,8.0,400.0,Female,Economics,Average
4.55,24.35,58.64,75.78,8.0,200.0,Female,Business Administration,Excellent
4.87,29.2,68.83,86.43,5.0,300.0,Female,Economics,Excellent
3.67,18.99,58.58,66.8,5.0,100.0,Male,Law,Good
2.67,19.17,37.32,51.43,5.0,300.0,Male,Accounting,Average
2.55,13.93,33.22,41.92,6.0,100.0,Female,Accounting,Average
2.24,8.61,29.33,43.4,5.0,100.0,Male,Other,At-Risk
2.13,11.37,37.72,52.96,7.0,300.0,Male,Other,At-Risk
2.26,14.7,41.47,56.45,5.0,300.0,Female,Other,At-Risk
0.9,7.05,7.32,32.92,8.0,200.0,Female,Computer Science,At-Risk
0.85,14.48,6.53,40.97,8.0,100.0,Male,Mass Communication,At-Risk
4.01,20.71,59.17,73.77,6.0,300.0,Male,Mass Communication,Good
2.51,14.68,47.32,70.99,6.0,500.0,Male,Law,Average
4.69,30.0,70.0,84.64,4.0,400.0,Male,Law,Excellent
3.25,19.41,35.56,76.02,4.0,100.0,Female,Business Administration,Average
0.66,1.45,7.1,39.93,6.0,500.0,Female,Medicine,At-Risk
1.21,0.0,9.48,30.49,6.0,300.0,Male,Economics,At-Risk
1.43,6.0,17.83,46.21,5.0,300.0,Male,Mass Communication,At-Risk
4.89,23.98,70.0,76.33,4.0,100.0,Male,Civil Engineering,Excellent
1.48,0.27,9.4,46.73,8.0,200.0,Male,Law,At-Risk
2.82,12.95,26.54,56.4,6.0,400.0,Male,Law,Average
4.71,23.04,59.35,90.37,6.0,200.0,Male,Mass Communication,Excellent
4.9,30.0,70.0,75.34,6.0,100.0,Female,Electrical Engineering,Excellent
1.56,12.39,26.86,48.91,6.0,100.0,Female,Mass Communication,At-Risk
0.72,0.0,13.59,44.38,7.0,500.0,Female,Mechanical Engineering,At-Risk
1.19,5.85,26.08,53.37,7.0,500.0,Female,Other,At-Risk
0.78,0.0,0.0,31.78,6.0,100.0,Male,Computer Science,At-Risk
1.38,5.8,28.8,46.71,4.0,500.0,Female,Mechanical Engineering,At-Risk
3.06,20.35,40.32,68.54,8.0,500.0,Male,Economics,Average
4.61,30.0,70.0,100.0,5.0,200.0,Female,Accounting,Excellent
2.92,13.94,30.26,50.2,4.0,400.0,Female,Medicine,Average
3.32,25.16,46.48,60.69,4.0,200.0,Female,Business Administration,Average
1.41,0.87,21.61,74.95,7.0,200.0,Male,Computer Science,At-Risk
4.1,18.38,66.68,76.5,5.0,400.0,Female,Economics,Good
3.28,23.23,33.24,50.45,4.0,200.0,Female,Accounting,Average
4.39,30.0,61.69,76.84,8.0,200.0,Male,Accounting,Good
4.77,30.0,58.1,59.55,5.0,200.0,Female,Business Administration,Excellent
2.07,12.19,32.96,57.2,8.0,100.0,Male,Mass Communication,At-Risk
0.91,0.0,18.92,48.99,8.0,500.0,Male,Law,At-Risk
1.52,0.0,31.53,39.08,4.0,400.0,Female,Electrical Engineering,At-Risk
2.47,15.47,30.3,54.94,7.0,500.0,Male,Computer Science,Average
4.76,26.74,70.0,96.3,7.0,300.0,Male,Electrical Engineering,Excellent
2.2,7.69,41.72,38.93,4.0,100.0,Male,Computer Science,At-Risk
3.97,24.14,42.41,64.41,5.0,200.0,Male,Medicine,Good
2.93,18.17,45.95,62.9,6.0,200.0,Female,Economics,Average
1.32,12.66,26.19,38.35,4.0,500.0,Female,Accounting,At-Risk
1.94,12.34,25.14,50.38,7.0,200.0,Male,Economics,At-Risk
3.44,26.78,38.46,58.63,5.0,400.0,Male,Law,Average
3.53,21.21,56.93,74.48,8.0,100.0,Female,Mass Communication,Good
2.46,14.16,24.79,57.98,8.0,500.0,Female,Business Administration,Average
1.53,14.49,19.98,53.84,7.0,400.0,Female,Economics,At-Risk
3.75,17.6,52.16,76.99,4.0,300.0,Female,Economics,Good
1.26,21.63,23.36,47.19,4.0,200.0,Female,Other,At-Risk
4.72,30.0,61.0,72.12,4.0,200.0,Male,Law,Excellent
1.35,9.98,13.36,51.07,6.0,200.0,Female,Civil Engineering,At-Risk
0.98,8.52,14.55,38.49,7.0,300.0,Female,Mass Communication,At-Risk
2.74,25.82,46.4,61.21,4.0,500.0,Male,Business Administration,Average
2.84,20.99,58.03,74.54,7.0,200.0,Male,Law,Average
2.79,8.7,26.96,56.25,4.0,400.0,Female,Other,Average
2.47,21.81,37.03,73.09,5.0,300.0,Female,Law,Average
4.98,28.16,60.98,100.0,6.0,400.0,Female,Electrical Engineering,Excellent
2.69,16.67,45.79,69.79,8.0,400.0,Male,Mechanical Engineering,Average
2.65,9.51,29.6,52.0,7.0,100.0,Male,Law,Average
2.4,17.02,28.17,36.91,6.0,100.0,Female,Electrical Engineering,At-Risk
0.8,1.55,6.5,50.4,4.0,500.0,Male,Computer Science,At-Risk
3.17,19.51,43.75,69.13,5.0,100.0,Female,Mechanical Engineering,Average
1.53,7.73,23.95,40.86,7.0,300.0,Male,Accounting,At-Risk
